"","Week","StationId","Hour","Weekday_bike_out","Weekend_bike_out"
"5257","5",1019,"0",2,3
"5258","5",1019,"1",1,1
"5259","5",1019,"2",0,2
"5260","5",1019,"3",0,0
"5261","5",1019,"4",0,0
"5262","5",1019,"5",0,0
"5263","5",1019,"6",1,0
"5264","5",1019,"7",10,2
"5265","5",1019,"8",0,6
"5266","5",1019,"9",0,10
"5267","5",1019,"10",3,14
"5268","5",1019,"11",2,12
"5269","5",1019,"12",0,4
"5270","5",1019,"13",0,0
"5271","5",1019,"14",1,3
"5272","5",1019,"15",0,6
"5273","5",1019,"16",2,1
"5274","5",1019,"17",3,4
"5275","5",1019,"18",3,0
"5276","5",1019,"19",0,1
"5277","5",1019,"20",4,0
"5278","5",1019,"21",1,0
"5279","5",1019,"22",3,0
"5280","5",1019,"23",0,1
"5281","5",1020,"0",0,0
"5282","5",1020,"1",0,0
"5283","5",1020,"2",0,0
"5284","5",1020,"3",0,0
"5285","5",1020,"4",0,0
"5286","5",1020,"5",0,0
"5287","5",1020,"6",0,0
"5288","5",1020,"7",0,0
"5289","5",1020,"8",1,0
"5290","5",1020,"9",1,5
"5291","5",1020,"10",2,1
"5292","5",1020,"11",1,0
"5293","5",1020,"12",4,0
"5294","5",1020,"13",0,1
"5295","5",1020,"14",2,2
"5296","5",1020,"15",1,0
"5297","5",1020,"16",1,0
"5298","5",1020,"17",3,0
"5299","5",1020,"18",5,0
"5300","5",1020,"19",0,0
"5301","5",1020,"20",0,0
"5302","5",1020,"21",1,0
"5303","5",1020,"22",0,1
"5304","5",1020,"23",0,0
"5305","5",1021,"0",0,1
"5306","5",1021,"1",1,3
"5307","5",1021,"2",0,0
"5308","5",1021,"3",0,0
"5309","5",1021,"4",0,1
"5310","5",1021,"5",0,0
"5311","5",1021,"6",2,0
"5312","5",1021,"7",4,0
"5313","5",1021,"8",2,0
"5314","5",1021,"9",1,1
"5315","5",1021,"10",0,3
"5316","5",1021,"11",1,0
"5317","5",1021,"12",3,0
"5318","5",1021,"13",2,0
"5319","5",1021,"14",0,0
"5320","5",1021,"15",0,1
"5321","5",1021,"16",2,0
"5322","5",1021,"17",4,0
"5323","5",1021,"18",0,0
"5324","5",1021,"19",1,0
"5325","5",1021,"20",3,0
"5326","5",1021,"21",0,0
"5327","5",1021,"22",2,0
"5328","5",1021,"23",1,0
"5329","5",1022,"0",0,0
"5330","5",1022,"1",1,0
"5331","5",1022,"2",0,0
"5332","5",1022,"3",0,0
"5333","5",1022,"4",0,0
"5334","5",1022,"5",0,0
"5335","5",1022,"6",0,0
"5336","5",1022,"7",4,1
"5337","5",1022,"8",3,0
"5338","5",1022,"9",1,5
"5339","5",1022,"10",0,0
"5340","5",1022,"11",7,3
"5341","5",1022,"12",0,1
"5342","5",1022,"13",0,1
"5343","5",1022,"14",1,3
"5344","5",1022,"15",1,1
"5345","5",1022,"16",0,0
"5346","5",1022,"17",0,1
"5347","5",1022,"18",1,1
"5348","5",1022,"19",5,0
"5349","5",1022,"20",0,0
"5350","5",1022,"21",3,0
"5351","5",1022,"22",0,0
"5352","5",1022,"23",0,0
"5353","5",1023,"0",0,0
"5354","5",1023,"1",0,0
"5355","5",1023,"2",0,3
"5356","5",1023,"3",3,0
"5357","5",1023,"4",0,0
"5358","5",1023,"5",0,0
"5359","5",1023,"6",1,1
"5360","5",1023,"7",0,1
"5361","5",1023,"8",5,2
"5362","5",1023,"9",6,1
"5363","5",1023,"10",3,1
"5364","5",1023,"11",1,1
"5365","5",1023,"12",1,1
"5366","5",1023,"13",1,0
"5367","5",1023,"14",3,0
"5368","5",1023,"15",0,0
"5369","5",1023,"16",0,2
"5370","5",1023,"17",2,1
"5371","5",1023,"18",0,0
"5372","5",1023,"19",3,0
"5373","5",1023,"20",4,1
"5374","5",1023,"21",0,0
"5375","5",1023,"22",0,0
"5376","5",1023,"23",0,0
"5377","5",1024,"0",0,0
"5378","5",1024,"1",0,0
"5379","5",1024,"2",0,0
"5380","5",1024,"3",0,0
"5381","5",1024,"4",0,0
"5382","5",1024,"5",0,0
"5383","5",1024,"6",0,0
"5384","5",1024,"7",6,0
"5385","5",1024,"8",3,0
"5386","5",1024,"9",1,0
"5387","5",1024,"10",0,0
"5388","5",1024,"11",0,1
"5389","5",1024,"12",0,2
"5390","5",1024,"13",0,1
"5391","5",1024,"14",1,0
"5392","5",1024,"15",0,1
"5393","5",1024,"16",2,0
"5394","5",1024,"17",3,0
"5395","5",1024,"18",0,0
"5396","5",1024,"19",1,0
"5397","5",1024,"20",1,0
"5398","5",1024,"21",2,2
"5399","5",1024,"22",0,1
"5400","5",1024,"23",0,1
"5401","5",1025,"0",0,0
"5402","5",1025,"1",0,0
"5403","5",1025,"2",0,0
"5404","5",1025,"3",0,0
"5405","5",1025,"4",0,1
"5406","5",1025,"5",0,0
"5407","5",1025,"6",4,0
"5408","5",1025,"7",1,0
"5409","5",1025,"8",4,0
"5410","5",1025,"9",0,1
"5411","5",1025,"10",0,0
"5412","5",1025,"11",1,2
"5413","5",1025,"12",0,1
"5414","5",1025,"13",0,4
"5415","5",1025,"14",0,0
"5416","5",1025,"15",0,1
"5417","5",1025,"16",0,1
"5418","5",1025,"17",1,0
"5419","5",1025,"18",0,1
"5420","5",1025,"19",0,1
"5421","5",1025,"20",0,0
"5422","5",1025,"21",0,1
"5423","5",1025,"22",1,0
"5424","5",1025,"23",0,0
"5425","5",1026,"0",0,0
"5426","5",1026,"1",0,0
"5427","5",1026,"2",0,0
"5428","5",1026,"3",0,0
"5429","5",1026,"4",0,0
"5430","5",1026,"5",0,0
"5431","5",1026,"6",1,0
"5432","5",1026,"7",2,0
"5433","5",1026,"8",2,0
"5434","5",1026,"9",0,0
"5435","5",1026,"10",1,0
"5436","5",1026,"11",3,0
"5437","5",1026,"12",0,0
"5438","5",1026,"13",0,0
"5439","5",1026,"14",0,0
"5440","5",1026,"15",1,0
"5441","5",1026,"16",3,0
"5442","5",1026,"17",1,3
"5443","5",1026,"18",0,0
"5444","5",1026,"19",0,0
"5445","5",1026,"20",0,0
"5446","5",1026,"21",4,0
"5447","5",1026,"22",0,0
"5448","5",1026,"23",4,0
"5449","5",1027,"0",0,0
"5450","5",1027,"1",0,0
"5451","5",1027,"2",0,0
"5452","5",1027,"3",0,0
"5453","5",1027,"4",0,0
"5454","5",1027,"5",0,0
"5455","5",1027,"6",0,0
"5456","5",1027,"7",0,0
"5457","5",1027,"8",0,0
"5458","5",1027,"9",0,0
"5459","5",1027,"10",0,0
"5460","5",1027,"11",0,0
"5461","5",1027,"12",0,0
"5462","5",1027,"13",0,0
"5463","5",1027,"14",0,2
"5464","5",1027,"15",0,0
"5465","5",1027,"16",1,1
"5466","5",1027,"17",3,0
"5467","5",1027,"18",2,0
"5468","5",1027,"19",2,0
"5469","5",1027,"20",2,0
"5470","5",1027,"21",2,0
"5471","5",1027,"22",0,0
"5472","5",1027,"23",0,0
"5473","5",1028,"0",0,0
"5474","5",1028,"1",0,0
"5475","5",1028,"2",0,0
"5476","5",1028,"3",0,0
"5477","5",1028,"4",0,0
"5478","5",1028,"5",0,0
"5479","5",1028,"6",1,0
"5480","5",1028,"7",1,1
"5481","5",1028,"8",0,0
"5482","5",1028,"9",0,0
"5483","5",1028,"10",1,3
"5484","5",1028,"11",0,1
"5485","5",1028,"12",1,1
"5486","5",1028,"13",3,1
"5487","5",1028,"14",0,0
"5488","5",1028,"15",1,0
"5489","5",1028,"16",2,0
"5490","5",1028,"17",1,0
"5491","5",1028,"18",5,0
"5492","5",1028,"19",4,3
"5493","5",1028,"20",2,0
"5494","5",1028,"21",0,0
"5495","5",1028,"22",0,0
"5496","5",1028,"23",0,0
"5497","5",1029,"0",0,0
"5498","5",1029,"1",0,0
"5499","5",1029,"2",0,0
"5500","5",1029,"3",0,0
"5501","5",1029,"4",0,0
"5502","5",1029,"5",0,0
"5503","5",1029,"6",0,0
"5504","5",1029,"7",1,0
"5505","5",1029,"8",0,0
"5506","5",1029,"9",1,0
"5507","5",1029,"10",1,0
"5508","5",1029,"11",2,2
"5509","5",1029,"12",0,1
"5510","5",1029,"13",1,2
"5511","5",1029,"14",2,2
"5512","5",1029,"15",1,1
"5513","5",1029,"16",1,1
"5514","5",1029,"17",5,1
"5515","5",1029,"18",1,2
"5516","5",1029,"19",2,0
"5517","5",1029,"20",3,1
"5518","5",1029,"21",1,0
"5519","5",1029,"22",0,0
"5520","5",1029,"23",2,0
"5521","5",1030,"0",0,0
"5522","5",1030,"1",0,0
"5523","5",1030,"2",0,0
"5524","5",1030,"3",0,0
"5525","5",1030,"4",0,0
"5526","5",1030,"5",0,0
"5527","5",1030,"6",0,1
"5528","5",1030,"7",1,0
"5529","5",1030,"8",1,0
"5530","5",1030,"9",0,0
"5531","5",1030,"10",0,0
"5532","5",1030,"11",1,0
"5533","5",1030,"12",0,0
"5534","5",1030,"13",2,0
"5535","5",1030,"14",0,0
"5536","5",1030,"15",2,0
"5537","5",1030,"16",0,0
"5538","5",1030,"17",0,0
"5539","5",1030,"18",0,2
"5540","5",1030,"19",1,0
"5541","5",1030,"20",5,0
"5542","5",1030,"21",1,0
"5543","5",1030,"22",0,0
"5544","5",1030,"23",0,0
"5545","5",1031,"0",3,0
"5546","5",1031,"1",0,4
"5547","5",1031,"2",0,0
"5548","5",1031,"3",0,0
"5549","5",1031,"4",0,0
"5550","5",1031,"5",0,0
"5551","5",1031,"6",0,0
"5552","5",1031,"7",0,0
"5553","5",1031,"8",0,0
"5554","5",1031,"9",0,0
"5555","5",1031,"10",0,1
"5556","5",1031,"11",1,5
"5557","5",1031,"12",0,0
"5558","5",1031,"13",1,0
"5559","5",1031,"14",1,0
"5560","5",1031,"15",2,0
"5561","5",1031,"16",0,1
"5562","5",1031,"17",3,0
"5563","5",1031,"18",1,0
"5564","5",1031,"19",0,0
"5565","5",1031,"20",0,0
"5566","5",1031,"21",0,2
"5567","5",1031,"22",0,3
"5568","5",1031,"23",0,1
"5569","5",1032,"0",0,0
"5570","5",1032,"1",0,2
"5571","5",1032,"2",0,0
"5572","5",1032,"3",0,1
"5573","5",1032,"4",0,0
"5574","5",1032,"5",4,0
"5575","5",1032,"6",0,0
"5576","5",1032,"7",1,0
"5577","5",1032,"8",2,2
"5578","5",1032,"9",0,0
"5579","5",1032,"10",2,2
"5580","5",1032,"11",1,0
"5581","5",1032,"12",0,1
"5582","5",1032,"13",1,1
"5583","5",1032,"14",0,2
"5584","5",1032,"15",0,1
"5585","5",1032,"16",1,0
"5586","5",1032,"17",2,0
"5587","5",1032,"18",1,0
"5588","5",1032,"19",2,0
"5589","5",1032,"20",3,1
"5590","5",1032,"21",0,0
"5591","5",1032,"22",0,0
"5592","5",1032,"23",0,0
"5593","5",1033,"0",0,5
"5594","5",1033,"1",1,9
"5595","5",1033,"2",2,2
"5596","5",1033,"3",0,0
"5597","5",1033,"4",0,0
"5598","5",1033,"5",0,0
"5599","5",1033,"6",0,0
"5600","5",1033,"7",1,0
"5601","5",1033,"8",3,0
"5602","5",1033,"9",2,1
"5603","5",1033,"10",1,7
"5604","5",1033,"11",3,6
"5605","5",1033,"12",0,0
"5606","5",1033,"13",0,2
"5607","5",1033,"14",1,0
"5608","5",1033,"15",0,4
"5609","5",1033,"16",2,2
"5610","5",1033,"17",5,4
"5611","5",1033,"18",5,0
"5612","5",1033,"19",4,3
"5613","5",1033,"20",4,1
"5614","5",1033,"21",8,2
"5615","5",1033,"22",1,0
"5616","5",1033,"23",1,0
"5617","5",1034,"0",2,0
"5618","5",1034,"1",0,2
"5619","5",1034,"2",2,0
"5620","5",1034,"3",0,0
"5621","5",1034,"4",0,0
"5622","5",1034,"5",0,0
"5623","5",1034,"6",0,0
"5624","5",1034,"7",0,0
"5625","5",1034,"8",0,1
"5626","5",1034,"9",0,1
"5627","5",1034,"10",0,0
"5628","5",1034,"11",0,0
"5629","5",1034,"12",1,1
"5630","5",1034,"13",1,1
"5631","5",1034,"14",4,2
"5632","5",1034,"15",6,0
"5633","5",1034,"16",1,0
"5634","5",1034,"17",5,1
"5635","5",1034,"18",3,0
"5636","5",1034,"19",0,0
"5637","5",1034,"20",6,1
"5638","5",1034,"21",2,2
"5639","5",1034,"22",1,0
"5640","5",1034,"23",0,1
"5641","5",1035,"0",0,0
"5642","5",1035,"1",0,1
"5643","5",1035,"2",0,0
"5644","5",1035,"3",0,0
"5645","5",1035,"4",0,0
"5646","5",1035,"5",0,0
"5647","5",1035,"6",0,0
"5648","5",1035,"7",1,0
"5649","5",1035,"8",0,0
"5650","5",1035,"9",1,0
"5651","5",1035,"10",1,0
"5652","5",1035,"11",2,0
"5653","5",1035,"12",0,2
"5654","5",1035,"13",2,2
"5655","5",1035,"14",3,0
"5656","5",1035,"15",0,1
"5657","5",1035,"16",3,0
"5658","5",1035,"17",7,0
"5659","5",1035,"18",4,3
"5660","5",1035,"19",1,1
"5661","5",1035,"20",4,1
"5662","5",1035,"21",0,2
"5663","5",1035,"22",2,0
"5664","5",1035,"23",1,0
"5665","5",1036,"0",0,1
"5666","5",1036,"1",0,0
"5667","5",1036,"2",0,0
"5668","5",1036,"3",0,0
"5669","5",1036,"4",0,0
"5670","5",1036,"5",0,0
"5671","5",1036,"6",0,0
"5672","5",1036,"7",0,0
"5673","5",1036,"8",0,0
"5674","5",1036,"9",2,1
"5675","5",1036,"10",0,0
"5676","5",1036,"11",1,5
"5677","5",1036,"12",0,0
"5678","5",1036,"13",3,2
"5679","5",1036,"14",4,1
"5680","5",1036,"15",3,0
"5681","5",1036,"16",5,0
"5682","5",1036,"17",9,2
"5683","5",1036,"18",3,0
"5684","5",1036,"19",8,0
"5685","5",1036,"20",3,3
"5686","5",1036,"21",9,0
"5687","5",1036,"22",6,1
"5688","5",1036,"23",3,2
"5689","5",1037,"0",0,0
"5690","5",1037,"1",0,0
"5691","5",1037,"2",0,0
"5692","5",1037,"3",0,0
"5693","5",1037,"4",0,0
"5694","5",1037,"5",0,0
"5695","5",1037,"6",0,0
"5696","5",1037,"7",0,0
"5697","5",1037,"8",0,0
"5698","5",1037,"9",0,0
"5699","5",1037,"10",0,0
"5700","5",1037,"11",0,0
"5701","5",1037,"12",0,0
"5702","5",1037,"13",0,0
"5703","5",1037,"14",0,0
"5704","5",1037,"15",0,0
"5705","5",1037,"16",0,0
"5706","5",1037,"17",0,0
"5707","5",1037,"18",0,0
"5708","5",1037,"19",0,0
"5709","5",1037,"20",0,0
"5710","5",1037,"21",0,0
"5711","5",1037,"22",0,0
"5712","5",1037,"23",0,0
"5713","5",1038,"0",1,0
"5714","5",1038,"1",0,1
"5715","5",1038,"2",0,0
"5716","5",1038,"3",0,0
"5717","5",1038,"4",0,0
"5718","5",1038,"5",0,0
"5719","5",1038,"6",0,0
"5720","5",1038,"7",3,0
"5721","5",1038,"8",5,0
"5722","5",1038,"9",2,1
"5723","5",1038,"10",1,1
"5724","5",1038,"11",2,0
"5725","5",1038,"12",0,1
"5726","5",1038,"13",3,2
"5727","5",1038,"14",2,4
"5728","5",1038,"15",0,1
"5729","5",1038,"16",2,0
"5730","5",1038,"17",1,0
"5731","5",1038,"18",0,1
"5732","5",1038,"19",1,2
"5733","5",1038,"20",5,0
"5734","5",1038,"21",0,0
"5735","5",1038,"22",0,0
"5736","5",1038,"23",0,0
"5737","5",1039,"0",0,0
"5738","5",1039,"1",3,0
"5739","5",1039,"2",1,1
"5740","5",1039,"3",0,0
"5741","5",1039,"4",0,0
"5742","5",1039,"5",0,0
"5743","5",1039,"6",4,1
"5744","5",1039,"7",0,0
"5745","5",1039,"8",1,0
"5746","5",1039,"9",2,0
"5747","5",1039,"10",1,0
"5748","5",1039,"11",4,0
"5749","5",1039,"12",2,2
"5750","5",1039,"13",1,0
"5751","5",1039,"14",2,0
"5752","5",1039,"15",0,0
"5753","5",1039,"16",0,3
"5754","5",1039,"17",3,1
"5755","5",1039,"18",4,0
"5756","5",1039,"19",1,1
"5757","5",1039,"20",1,0
"5758","5",1039,"21",1,0
"5759","5",1039,"22",0,0
"5760","5",1039,"23",0,0
"5761","5",1040,"0",0,0
"5762","5",1040,"1",0,0
"5763","5",1040,"2",1,0
"5764","5",1040,"3",0,0
"5765","5",1040,"4",0,0
"5766","5",1040,"5",0,0
"5767","5",1040,"6",0,0
"5768","5",1040,"7",0,0
"5769","5",1040,"8",0,2
"5770","5",1040,"9",1,1
"5771","5",1040,"10",1,2
"5772","5",1040,"11",0,0
"5773","5",1040,"12",3,0
"5774","5",1040,"13",4,0
"5775","5",1040,"14",7,1
"5776","5",1040,"15",1,0
"5777","5",1040,"16",3,3
"5778","5",1040,"17",4,1
"5779","5",1040,"18",4,1
"5780","5",1040,"19",2,0
"5781","5",1040,"20",2,1
"5782","5",1040,"21",1,0
"5783","5",1040,"22",1,0
"5784","5",1040,"23",0,0
"5785","5",1041,"0",4,0
"5786","5",1041,"1",0,0
"5787","5",1041,"2",1,1
"5788","5",1041,"3",0,1
"5789","5",1041,"4",0,0
"5790","5",1041,"5",0,0
"5791","5",1041,"6",0,0
"5792","5",1041,"7",5,0
"5793","5",1041,"8",0,0
"5794","5",1041,"9",0,0
"5795","5",1041,"10",0,0
"5796","5",1041,"11",0,0
"5797","5",1041,"12",3,1
"5798","5",1041,"13",2,3
"5799","5",1041,"14",6,1
"5800","5",1041,"15",4,1
"5801","5",1041,"16",7,2
"5802","5",1041,"17",9,1
"5803","5",1041,"18",3,3
"5804","5",1041,"19",4,1
"5805","5",1041,"20",3,0
"5806","5",1041,"21",1,2
"5807","5",1041,"22",0,1
"5808","5",1041,"23",7,0
"5809","5",1042,"0",0,0
"5810","5",1042,"1",0,0
"5811","5",1042,"2",0,0
"5812","5",1042,"3",0,0
"5813","5",1042,"4",0,0
"5814","5",1042,"5",0,0
"5815","5",1042,"6",0,0
"5816","5",1042,"7",0,0
"5817","5",1042,"8",1,0
"5818","5",1042,"9",0,0
"5819","5",1042,"10",0,0
"5820","5",1042,"11",2,1
"5821","5",1042,"12",0,0
"5822","5",1042,"13",0,0
"5823","5",1042,"14",0,0
"5824","5",1042,"15",0,0
"5825","5",1042,"16",0,0
"5826","5",1042,"17",0,0
"5827","5",1042,"18",0,0
"5828","5",1042,"19",0,0
"5829","5",1042,"20",0,0
"5830","5",1042,"21",0,0
"5831","5",1042,"22",0,0
"5832","5",1042,"23",0,0
"5833","5",1043,"0",0,0
"5834","5",1043,"1",0,0
"5835","5",1043,"2",0,1
"5836","5",1043,"3",0,0
"5837","5",1043,"4",0,0
"5838","5",1043,"5",0,0
"5839","5",1043,"6",0,0
"5840","5",1043,"7",4,0
"5841","5",1043,"8",0,0
"5842","5",1043,"9",1,0
"5843","5",1043,"10",2,1
"5844","5",1043,"11",2,3
"5845","5",1043,"12",0,0
"5846","5",1043,"13",0,0
"5847","5",1043,"14",1,3
"5848","5",1043,"15",1,0
"5849","5",1043,"16",0,0
"5850","5",1043,"17",4,0
"5851","5",1043,"18",3,0
"5852","5",1043,"19",2,0
"5853","5",1043,"20",1,0
"5854","5",1043,"21",4,0
"5855","5",1043,"22",0,0
"5856","5",1043,"23",0,0
"5857","5",1044,"0",0,0
"5858","5",1044,"1",0,0
"5859","5",1044,"2",1,0
"5860","5",1044,"3",0,0
"5861","5",1044,"4",0,0
"5862","5",1044,"5",0,0
"5863","5",1044,"6",0,0
"5864","5",1044,"7",0,0
"5865","5",1044,"8",0,1
"5866","5",1044,"9",1,0
"5867","5",1044,"10",1,2
"5868","5",1044,"11",0,1
"5869","5",1044,"12",1,0
"5870","5",1044,"13",2,1
"5871","5",1044,"14",0,0
"5872","5",1044,"15",1,0
"5873","5",1044,"16",1,0
"5874","5",1044,"17",0,0
"5875","5",1044,"18",0,0
"5876","5",1044,"19",0,0
"5877","5",1044,"20",0,0
"5878","5",1044,"21",0,0
"5879","5",1044,"22",0,0
"5880","5",1044,"23",0,0
"5881","5",1045,"0",0,0
"5882","5",1045,"1",0,0
"5883","5",1045,"2",0,0
"5884","5",1045,"3",0,0
"5885","5",1045,"4",0,0
"5886","5",1045,"5",0,0
"5887","5",1045,"6",0,1
"5888","5",1045,"7",0,2
"5889","5",1045,"8",0,3
"5890","5",1045,"9",1,2
"5891","5",1045,"10",3,1
"5892","5",1045,"11",7,7
"5893","5",1045,"12",7,3
"5894","5",1045,"13",6,5
"5895","5",1045,"14",8,7
"5896","5",1045,"15",6,10
"5897","5",1045,"16",6,0
"5898","5",1045,"17",10,6
"5899","5",1045,"18",6,7
"5900","5",1045,"19",16,10
"5901","5",1045,"20",11,1
"5902","5",1045,"21",3,0
"5903","5",1045,"22",2,0
"5904","5",1045,"23",0,2
"5905","5",1046,"0",0,3
"5906","5",1046,"1",0,0
"5907","5",1046,"2",0,0
"5908","5",1046,"3",0,0
"5909","5",1046,"4",0,0
"5910","5",1046,"5",0,0
"5911","5",1046,"6",1,0
"5912","5",1046,"7",2,0
"5913","5",1046,"8",1,1
"5914","5",1046,"9",8,1
"5915","5",1046,"10",4,2
"5916","5",1046,"11",3,4
"5917","5",1046,"12",0,1
"5918","5",1046,"13",2,5
"5919","5",1046,"14",6,6
"5920","5",1046,"15",1,0
"5921","5",1046,"16",4,0
"5922","5",1046,"17",5,1
"5923","5",1046,"18",2,0
"5924","5",1046,"19",3,0
"5925","5",1046,"20",7,6
"5926","5",1046,"21",3,0
"5927","5",1046,"22",1,0
"5928","5",1046,"23",3,0
"5929","5",1047,"0",0,0
"5930","5",1047,"1",1,0
"5931","5",1047,"2",0,0
"5932","5",1047,"3",0,0
"5933","5",1047,"4",0,0
"5934","5",1047,"5",0,0
"5935","5",1047,"6",2,0
"5936","5",1047,"7",0,0
"5937","5",1047,"8",4,0
"5938","5",1047,"9",1,0
"5939","5",1047,"10",1,3
"5940","5",1047,"11",2,0
"5941","5",1047,"12",3,2
"5942","5",1047,"13",4,1
"5943","5",1047,"14",2,6
"5944","5",1047,"15",0,1
"5945","5",1047,"16",2,0
"5946","5",1047,"17",0,0
"5947","5",1047,"18",4,3
"5948","5",1047,"19",3,1
"5949","5",1047,"20",4,0
"5950","5",1047,"21",1,0
"5951","5",1047,"22",0,0
"5952","5",1047,"23",1,0
"5953","5",1048,"0",0,0
"5954","5",1048,"1",0,0
"5955","5",1048,"2",0,0
"5956","5",1048,"3",0,0
"5957","5",1048,"4",0,0
"5958","5",1048,"5",0,0
"5959","5",1048,"6",1,0
"5960","5",1048,"7",2,2
"5961","5",1048,"8",1,0
"5962","5",1048,"9",0,1
"5963","5",1048,"10",1,4
"5964","5",1048,"11",3,2
"5965","5",1048,"12",0,2
"5966","5",1048,"13",5,6
"5967","5",1048,"14",0,4
"5968","5",1048,"15",3,0
"5969","5",1048,"16",8,5
"5970","5",1048,"17",4,2
"5971","5",1048,"18",0,0
"5972","5",1048,"19",2,2
"5973","5",1048,"20",2,2
"5974","5",1048,"21",2,5
"5975","5",1048,"22",0,0
"5976","5",1048,"23",0,0
"5977","5",1049,"0",1,0
"5978","5",1049,"1",0,0
"5979","5",1049,"2",0,0
"5980","5",1049,"3",0,0
"5981","5",1049,"4",0,0
"5982","5",1049,"5",0,0
"5983","5",1049,"6",0,0
"5984","5",1049,"7",0,0
"5985","5",1049,"8",12,0
"5986","5",1049,"9",2,2
"5987","5",1049,"10",2,2
"5988","5",1049,"11",1,2
"5989","5",1049,"12",3,3
"5990","5",1049,"13",6,6
"5991","5",1049,"14",4,1
"5992","5",1049,"15",0,5
"5993","5",1049,"16",5,4
"5994","5",1049,"17",9,2
"5995","5",1049,"18",4,0
"5996","5",1049,"19",2,0
"5997","5",1049,"20",4,0
"5998","5",1049,"21",2,0
"5999","5",1049,"22",1,0
"6000","5",1049,"23",2,0
"6001","6",1000,"0",0,0
"6002","6",1000,"1",0,0
"6003","6",1000,"2",0,0
"6004","6",1000,"3",0,0
"6005","6",1000,"4",0,0
"6006","6",1000,"5",0,0
"6007","6",1000,"6",1,0
"6008","6",1000,"7",3,0
"6009","6",1000,"8",7,0
"6010","6",1000,"9",1,3
"6011","6",1000,"10",13,8
"6012","6",1000,"11",12,4
"6013","6",1000,"12",21,7
"6014","6",1000,"13",7,2
"6015","6",1000,"14",7,9
"6016","6",1000,"15",8,2
"6017","6",1000,"16",4,0
"6018","6",1000,"17",22,3
"6019","6",1000,"18",8,4
"6020","6",1000,"19",8,3
"6021","6",1000,"20",2,1
"6022","6",1000,"21",0,2
"6023","6",1000,"22",0,1
"6024","6",1000,"23",0,0
"6025","6",1001,"0",1,0
"6026","6",1001,"1",0,0
"6027","6",1001,"2",0,1
"6028","6",1001,"3",0,0
"6029","6",1001,"4",0,0
"6030","6",1001,"5",0,0
"6031","6",1001,"6",2,0
"6032","6",1001,"7",2,0
"6033","6",1001,"8",3,0
"6034","6",1001,"9",1,6
"6035","6",1001,"10",6,14
"6036","6",1001,"11",7,2
"6037","6",1001,"12",14,12
"6038","6",1001,"13",12,4
"6039","6",1001,"14",7,2
"6040","6",1001,"15",13,1
"6041","6",1001,"16",6,2
"6042","6",1001,"17",16,2
"6043","6",1001,"18",9,6
"6044","6",1001,"19",10,1
"6045","6",1001,"20",5,0
"6046","6",1001,"21",3,0
"6047","6",1001,"22",6,0
"6048","6",1001,"23",0,0
"6049","6",1002,"0",2,0
"6050","6",1002,"1",0,0
"6051","6",1002,"2",0,0
"6052","6",1002,"3",0,0
"6053","6",1002,"4",0,0
"6054","6",1002,"5",0,0
"6055","6",1002,"6",0,0
"6056","6",1002,"7",0,0
"6057","6",1002,"8",0,0
"6058","6",1002,"9",0,4
"6059","6",1002,"10",2,1
"6060","6",1002,"11",3,0
"6061","6",1002,"12",0,1
"6062","6",1002,"13",0,0
"6063","6",1002,"14",1,2
"6064","6",1002,"15",1,0
"6065","6",1002,"16",4,2
"6066","6",1002,"17",5,0
"6067","6",1002,"18",7,0
"6068","6",1002,"19",6,1
"6069","6",1002,"20",1,0
"6070","6",1002,"21",1,1
"6071","6",1002,"22",0,0
"6072","6",1002,"23",0,0
"6073","6",1003,"0",0,0
"6074","6",1003,"1",0,0
"6075","6",1003,"2",0,0
"6076","6",1003,"3",0,0
"6077","6",1003,"4",0,0
"6078","6",1003,"5",0,0
"6079","6",1003,"6",0,0
"6080","6",1003,"7",1,0
"6081","6",1003,"8",1,0
"6082","6",1003,"9",0,0
"6083","6",1003,"10",0,0
"6084","6",1003,"11",0,0
"6085","6",1003,"12",4,0
"6086","6",1003,"13",2,1
"6087","6",1003,"14",4,3
"6088","6",1003,"15",1,3
"6089","6",1003,"16",4,0
"6090","6",1003,"17",7,0
"6091","6",1003,"18",7,0
"6092","6",1003,"19",5,3
"6093","6",1003,"20",1,1
"6094","6",1003,"21",0,0
"6095","6",1003,"22",0,0
"6096","6",1003,"23",0,0
"6097","6",1004,"0",0,0
"6098","6",1004,"1",0,0
"6099","6",1004,"2",0,0
"6100","6",1004,"3",0,0
"6101","6",1004,"4",0,0
"6102","6",1004,"5",0,0
"6103","6",1004,"6",0,0
"6104","6",1004,"7",2,0
"6105","6",1004,"8",0,0
"6106","6",1004,"9",3,3
"6107","6",1004,"10",2,6
"6108","6",1004,"11",0,2
"6109","6",1004,"12",5,1
"6110","6",1004,"13",2,9
"6111","6",1004,"14",1,3
"6112","6",1004,"15",2,6
"6113","6",1004,"16",5,4
"6114","6",1004,"17",6,4
"6115","6",1004,"18",0,3
"6116","6",1004,"19",8,1
"6117","6",1004,"20",2,4
"6118","6",1004,"21",2,0
"6119","6",1004,"22",2,0
"6120","6",1004,"23",0,0
"6121","6",1005,"0",0,0
"6122","6",1005,"1",0,1
"6123","6",1005,"2",0,0
"6124","6",1005,"3",0,0
"6125","6",1005,"4",0,0
"6126","6",1005,"5",0,0
"6127","6",1005,"6",0,0
"6128","6",1005,"7",1,0
