"","Quarter","Week","Hour","Weekday_bike_out","Weekend_bike_out"
"483","4","21","2",0.0166153846153846,0.0392307692307692
"484","4","21","3",0.00615384615384615,0.0107692307692308
"485","4","21","4",0.00584615384615385,0.00461538461538462
"486","4","21","5",0.0313846153846154,0.00615384615384615
"487","4","21","6",0.0489230769230769,0.0138461538461538
"488","4","21","7",0.131692307692308,0.07
"489","4","21","8",0.212923076923077,0.0738461538461539
"490","4","21","9",0.168923076923077,0.15
"491","4","21","10",0.161846153846154,0.235384615384615
"492","4","21","11",0.216615384615385,0.306153846153846
"493","4","21","12",0.268,0.345384615384615
"494","4","21","13",0.238461538461538,0.376923076923077
"495","4","21","14",0.237230769230769,0.374615384615385
"496","4","21","15",0.245846153846154,0.396923076923077
"497","4","21","16",0.317846153846154,0.365384615384615
"498","4","21","17",0.361846153846154,0.235384615384615
"499","4","21","18",0.24,0.17
"500","4","21","19",0.151076923076923,0.113846153846154
"501","4","21","20",0.117230769230769,0.0892307692307692
"502","4","21","21",0.105846153846154,0.0769230769230769
"503","4","21","22",0.0784615384615385,0.0530769230769231
"504","4","21","23",0.0609230769230769,0.0415384615384615
"505","4","22","0",0.0366153846153846,0.0707692307692308
"506","4","22","1",0.0175384615384615,0.0484615384615385
"507","4","22","2",0.0166153846153846,0.0392307692307692
"508","4","22","3",0.00615384615384615,0.0107692307692308
"509","4","22","4",0.00584615384615385,0.00461538461538462
"510","4","22","5",0.0313846153846154,0.00615384615384615
"511","4","22","6",0.0489230769230769,0.0138461538461538
"512","4","22","7",0.131692307692308,0.07
"513","4","22","8",0.212923076923077,0.0738461538461539
"514","4","22","9",0.168923076923077,0.15
"515","4","22","10",0.161846153846154,0.235384615384615
"516","4","22","11",0.216615384615385,0.306153846153846
"517","4","22","12",0.268,0.345384615384615
"518","4","22","13",0.238461538461538,0.376923076923077
"519","4","22","14",0.237230769230769,0.374615384615385
"520","4","22","15",0.245846153846154,0.396923076923077
"521","4","22","16",0.317846153846154,0.365384615384615
"522","4","22","17",0.361846153846154,0.235384615384615
"523","4","22","18",0.24,0.17
"524","4","22","19",0.151076923076923,0.113846153846154
"525","4","22","20",0.117230769230769,0.0892307692307692
